Date,ES=F,NQ=F
2018-05-11,2729.5,6960.0
2018-05-14,2731.0,6974.0
2018-05-15,2709.0,6890.5
2018-05-16,2723.0,6937.25
2018-05-17,2718.75,6905.75
2018-05-18,2713.0,6874.0
2018-05-21,2733.0,6915.75
2018-05-22,2726.0,6909.25
2018-05-23,2730.75,6957.0
2018-05-24,2727.5,6957.25
2018-05-25,2718.25,6960.25
2018-05-29,2692.25,6944.5
2018-05-30,2724.5,6987.25
2018-05-31,2705.5,6977.0
2018-06-01,2733.75,7083.0
2018-06-04,2745.5,7148.25
2018-06-05,2751.5,7179.25
2018-06-06,2772.25,7215.0
2018-06-07,2772.25,7161.0
2018-06-08,2778.75,7151.5
2018-06-11,2783.0,7170.25
2018-06-12,2784.0,7199.5
2018-06-13,2774.25,7204.25
2018-06-14,2783.25,7283.75
2018-06-15,2776.5,7257.5
2018-06-18,2779.75,7276.0
2018-06-19,2766.25,7252.25
2018-06-20,2772.0,7313.25
2018-06-21,2752.5,7237.75
2018-06-22,2759.5,7222.75
2018-06-25,2722.25,7073.5
2018-06-26,2728.5,7104.0
2018-06-27,2705.0,6998.25
2018-06-28,2719.5,7060.5
2018-06-29,2721.5,7066.75
2018-07-02,2727.25,7116.5
2018-07-03,2713.25,7023.75
2018-07-05,2738.5,7125.75
2018-07-06,2763.0,7233.5
2018-07-09,2787.5,7300.25
2018-07-10,2796.75,7301.5
2018-07-11,2774.0,7253.75
2018-07-12,2798.5,7382.75
2018-07-13,2803.25,7393.0
2018-07-16,2796.5,7325.0
2018-07-17,2811.25,7421.75
2018-07-18,2816.0,7404.5
2018-07-19,2805.25,7367.75
2018-07-20,2800.75,7360.0
2018-07-23,2812.0,7430.5
2018-07-24,2821.0,7416.25
2018-07-25,2841.25,7469.5
2018-07-26,2842.5,7430.75
2018-07-27,2817.5,7301.25
2018-07-30,2803.25,7200.5
2018-07-31,2817.0,7244.75
2018-08-01,2810.75,7277.0
2018-08-02,2828.5,7385.75
2018-08-03,2839.5,7402.0
2018-08-06,2850.0,7444.0
2018-08-07,2859.75,7477.25
2018-08-08,2855.25,7471.5
2018-08-09,2853.75,7475.5
2018-08-10,2836.75,7427.0
2018-08-13,2825.5,7417.0
2018-08-14,2841.0,7457.75
2018-08-15,2821.25,7374.0
2018-08-16,2844.75,7389.0
2018-08-17,2852.25,7387.75
2018-08-20,2858.5,7387.0
2018-08-21,2861.75,7397.5
2018-08-22,2861.25,7433.25
2018-08-23,2858.0,7424.5
2018-08-24,2876.75,7495.75
2018-08-27,2898.5,7568.0
2018-08-28,2899.25,7578.0
2018-08-29,2914.75,7668.75
2018-08-30,2902.0,7649.0
2018-08-31,2902.0,7661.25
2018-09-04,2898.25,7638.75
2018-09-05,2888.25,7531.75
2018-09-06,2879.0,7457.5
2018-09-07,2874.75,7438.5
2018-09-10,2880.25,7460.25
2018-09-11,2889.75,7512.0
2018-09-12,2888.5,7485.75
2018-09-13,2905.25,7564.5
2018-09-14,2906.25,7544.75
2018-09-17,2891.0,7436.25
2018-09-18,2906.5,7495.25
2018-09-19,2910.0,7497.5
2018-09-20,2934.0,7579.75
2018-09-21,2943.0,7589.0
2018-09-24,2925.5,7586.0
2018-09-25,2921.25,7595.25
2018-09-26,2911.5,7590.25
2018-09-27,2920.0,7657.25
2018-09-28,2919.0,7655.25
2018-10-01,2930.0,7675.5
2018-10-02,2928.5,7652.75
2018-10-03,2931.5,7664.75
2018-10-04,2907.75,7514.25
2018-10-05,2894.0,7436.0
2018-10-08,2893.75,7391.75
2018-10-09,2888.25,7399.0
2018-10-10,2781.0,7032.0
2018-10-11,2745.5,7031.0
2018-10-12,2768.5,7172.25
2018-10-15,2749.0,7076.5
2018-10-16,2817.75,7353.75
2018-10-17,2816.25,7313.25
2018-10-18,2772.25,7137.75
2018-10-19,2767.5,7106.5
2018-10-22,2756.5,7155.25
2018-10-23,2746.25,7140.25
2018-10-24,2664.25,6836.25
2018-10-25,2688.25,6926.5
2018-10-26,2669.5,6893.25
2018-10-29,2643.5,6736.25
2018-10-30,2685.25,6815.25
2018-10-31,2711.0,6975.5
2018-11-01,2738.0,7077.75
2018-11-02,2724.25,6980.25
2018-11-05,2739.5,6949.5
2018-11-06,2759.0,7016.5
2018-11-07,2816.5,7218.5
2018-11-08,2808.75,7166.0
2018-11-09,2779.0,7031.25
2018-11-12,2727.75,6835.0
2018-11-13,2727.5,6853.0
2018-11-14,2698.5,6768.25
2018-11-15,2734.5,6915.5
2018-11-16,2743.0,6895.25
2018-11-19,2696.25,6672.0
2018-11-20,2640.0,6532.5
2018-11-21,2649.0,6576.25
2018-11-23,2629.5,6531.0
2018-11-26,2670.0,6673.25
2018-11-27,2683.5,6712.5
2018-11-28,2741.5,6918.25
2018-11-29,2744.25,6913.25
2018-11-30,2758.25,6949.5
2018-12-03,2790.75,7058.25
2018-12-04,2701.75,6803.25
2018-12-06,2691.0,6824.5
2018-12-07,2636.0,6623.5
2018-12-10,2643.0,6699.25
2018-12-11,2641.25,6717.0
2018-12-12,2652.5,6769.0
2018-12-13,2645.5,6752.0
2018-12-14,2602.0,6599.5
2018-12-17,2552.5,6466.25
2018-12-18,2535.75,6462.75
2018-12-19,2503.25,6334.75
2018-12-20,2485.75,6308.5
2018-12-21,2467.75,6257.25
2018-12-24,2341.75,5892.0
2018-12-26,2471.0,6285.5
2018-12-27,2495.0,6323.5
2018-12-28,2486.0,6293.25
2018-12-31,2505.25,6333.25
2019-01-02,2511.0,6371.0
2019-01-03,2447.75,6162.0
2019-01-04,2531.25,6434.0
2019-01-07,2550.5,6496.5
2019-01-08,2572.5,6557.25
2019-01-09,2582.5,6604.75
2019-01-10,2594.0,6625.25
2019-01-11,2595.0,6612.75
2019-01-14,2580.5,6545.0
2019-01-15,2605.5,6676.75
2019-01-16,2613.25,6666.25
2019-01-17,2635.25,6720.0
2019-01-18,2671.5,6792.75
2019-01-22,2632.0,6653.0
2019-01-23,2638.25,6665.25
2019-01-24,2634.0,6675.0
2019-01-25,2663.5,6791.25
2019-01-28,2642.0,6701.75
2019-01-29,2640.25,6638.75
2019-01-30,2682.5,6837.25
2019-01-31,2704.5,6914.75
2019-02-01,2704.25,6877.75
2019-02-04,2721.25,6937.5
2019-02-05,2731.0,7008.0
2019-02-06,2729.5,6995.75
2019-02-07,2704.0,6905.5
2019-02-08,2706.25,6916.75
2019-02-11,2708.25,6914.25
2019-02-12,2744.75,7018.5
2019-02-13,2749.5,7016.25
2019-02-14,2743.5,7019.75
2019-02-15,2777.0,7063.75
2019-02-19,2778.75,7068.25
2019-02-20,2787.0,7073.25
2019-02-21,2774.25,7034.5
2019-02-22,2791.25,7088.25
2019-02-25,2797.0,7125.75
2019-02-26,2791.5,7117.75
2019-02-27,2795.0,7121.75
2019-02-28,2784.75,7102.5
2019-03-01,2805.0,7156.0
2019-03-04,2791.5,7145.75
2019-03-05,2791.5,7165.5
2019-03-06,2771.5,7111.25
2019-03-07,2750.0,7027.5
2019-03-08,2747.0,7026.75
2019-03-11,2784.0,7164.75
2019-03-12,2792.0,7206.5
2019-03-13,2814.5,7267.75
2019-03-14,2807.25,7239.75
2019-03-15,2811.889892578125,7270.35009765625
2019-03-18,2840.5,7360.75
2019-03-19,2836.5,7376.5
2019-03-20,2827.0,7409.5
2019-03-21,2862.5,7534.5
2019-03-22,2810.75,7368.75
2019-03-25,2807.0,7355.25
2019-03-26,2823.0,7376.75
2019-03-27,2810.5,7334.5
2019-03-28,2821.0,7352.0
2019-03-29,2837.75,7400.5
2019-04-01,2870.5,7498.5
2019-04-02,2867.0,7519.25
2019-04-03,2879.75,7582.25
2019-04-04,2882.75,7561.5
2019-04-05,2896.0,7604.25
2019-04-08,2898.25,7623.5
2019-04-09,2882.5,7593.25
2019-04-10,2894.5,7641.25
2019-04-11,2891.75,7617.25
2019-04-12,2912.5,7652.25
2019-04-15,2909.5,7647.75
2019-04-16,2911.5,7679.5
2019-04-17,2900.5,7689.75
2019-04-18,2910.0,7712.5
2019-04-22,2912.5,7734.75
2019-04-23,2938.0,7838.0
2019-04-24,2930.75,7847.75
2019-04-25,2926.25,7798.5
2019-04-26,2941.5,7840.25
2019-04-29,2943.0,7813.75
2019-04-30,2948.5,7800.0
2019-05-01,2923.0,7756.5
2019-05-02,2917.5,7734.25
2019-05-03,2947.5,7865.0
2019-05-06,2932.5,7803.5
2019-05-07,2890.75,7674.0
2019-05-08,2887.25,7647.5
2019-05-09,2872.75,7595.25
2019-05-10,2887.0,7610.25
2019-05-13,2807.0,7314.75
2019-05-14,2839.25,7421.0
2019-05-15,2855.0,7529.25
2019-05-16,2878.5,7600.25
2019-05-17,2862.0,7511.5
2019-05-20,2844.0,7391.75
2019-05-21,2866.0,7464.0
2019-05-22,2857.5,7430.0
2019-05-23,2819.5,7311.0
2019-05-24,2831.75,7315.5
2019-05-28,2805.0,7295.25
2019-05-29,2780.0,7216.0
2019-05-30,2790.5,7255.25
2019-05-31,2752.5,7133.5
2019-06-03,2749.5,6993.75
2019-06-04,2805.0,7179.25
2019-06-05,2827.75,7228.5
2019-06-06,2845.75,7282.25
2019-06-07,2875.0,7419.5
2019-06-10,2889.25,7515.5
2019-06-11,2887.0,7518.25
2019-06-12,2881.0,7473.25
2019-06-13,2894.5,7522.75
2019-06-14,2890.5,7478.25
2019-06-17,2892.0,7534.25
2019-06-18,2921.75,7645.25
2019-06-19,2929.0,7674.25
2019-06-20,2955.75,7745.25
2019-06-21,2953.89990234375,7723.60986328125
2019-06-24,2952.0,7758.75
2019-06-25,2922.0,7628.75
2019-06-26,2918.0,7650.0
2019-06-27,2931.0,7690.5
2019-06-28,2944.25,7693.75
2019-07-01,2967.75,7790.0
2019-07-02,2979.5,7838.25
2019-07-03,3000.25,7887.5
2019-07-05,2990.5,7851.5
2019-07-08,2978.5,7801.0
2019-07-09,2982.0,7845.25
2019-07-10,2997.5,7928.75
2019-07-11,3004.0,7918.75
2019-07-12,3015.5,7960.0
2019-07-15,3017.25,7986.75
2019-07-16,3007.0,7942.75
2019-07-17,2985.0,7885.5
2019-07-18,2997.5,7933.5
2019-07-19,2977.0,7842.75
2019-07-22,2989.0,7924.75
2019-07-23,3008.0,7983.75
2019-07-24,3021.5,8038.0
2019-07-25,3006.5,7981.75
2019-07-26,3024.5,8019.75
2019-07-29,3021.75,8001.25
2019-07-30,3012.25,7963.25
2019-07-31,2982.25,7866.75
2019-08-01,2952.0,7808.25
2019-08-02,2932.5,7702.25
2019-08-05,2830.0,7385.25
2019-08-06,2876.0,7515.5
2019-08-07,2880.5,7553.25
2019-08-08,2940.0,7735.75
2019-08-09,2919.75,7660.25
2019-08-12,2880.25,7566.75
2019-08-13,2932.0,7748.0
2019-08-14,2840.75,7488.75
2019-08-15,2848.5,7496.25
2019-08-16,2891.5,7611.75
2019-08-19,2923.75,7727.5
2019-08-20,2898.25,7668.0
2019-08-21,2929.25,7750.25
2019-08-22,2922.25,7711.25
2019-08-23,2855.5,7504.5
2019-08-26,2883.25,7590.5
2019-08-27,2865.5,7562.75
2019-08-28,2889.75,7599.25
2019-08-29,2926.75,7712.0
2019-08-30,2924.75,7690.75
2019-09-03,2906.0,7617.5
2019-09-04,2938.5,7722.75
2019-09-05,2972.0,7855.5
2019-09-06,2980.75,7857.75
2019-09-09,2978.25,7830.75
2019-09-10,2978.5,7815.0
2019-09-11,3002.0,7889.75
2019-09-12,3011.75,7921.5
2019-09-13,3006.5,7886.0
2019-09-16,2999.0,7856.5
2019-09-17,3005.5,7890.25
2019-09-18,3006.25,7894.25
2019-09-19,3006.0,7896.25
2019-09-20,3013.610107421875,7899.47998046875
2019-09-23,2997.0,7850.5
2019-09-24,2970.25,7735.25
2019-09-25,2986.25,7820.25
2019-09-26,2980.5,7787.25
2019-09-27,2963.75,7701.25
2019-09-30,2978.5,7770.5
2019-10-01,2937.75,7695.5
2019-10-02,2880.5,7546.25
2019-10-03,2911.75,7658.5
2019-10-04,2951.0,7767.25
2019-10-07,2937.5,7740.0
2019-10-08,2892.5,7622.0
2019-10-09,2919.0,7699.75
2019-10-10,2941.0,7760.25
2019-10-11,2970.75,7859.0
2019-10-14,2965.5,7857.5
2019-10-15,2997.75,7959.75
2019-10-16,2991.5,7948.5
2019-10-17,2998.0,7952.75
2019-10-18,2988.25,7880.75
2019-10-21,3006.5,7948.25
2019-10-22,2994.5,7858.75
2019-10-23,3005.75,7901.5
2019-10-24,3004.25,7928.25
2019-10-25,3020.25,8035.75
2019-10-28,3036.25,8094.75
2019-10-29,3035.75,8055.25
2019-10-30,3047.75,8111.25
2019-10-31,3035.75,8090.25
2019-11-01,3063.25,8160.25
2019-11-04,3075.75,8215.75
2019-11-05,3072.0,8210.75
2019-11-06,3075.5,8207.25
2019-11-07,3086.0,8230.5
2019-11-08,3090.5,8257.25
2019-11-11,3087.5,8249.75
2019-11-12,3092.0,8275.0
2019-11-13,3095.5,8265.75
2019-11-14,3097.0,8265.5
2019-11-15,3118.25,8318.75
2019-11-18,3121.75,8333.5
2019-11-19,3118.5,8341.5
2019-11-20,3109.0,8291.75
2019-11-21,3104.0,8274.5
2019-11-22,3111.5,8280.5
2019-11-25,3132.75,8376.5
2019-11-26,3143.75,8400.75
2019-11-27,3153.75,8454.75
2019-11-29,3143.75,8417.5
2019-12-02,3114.25,8316.0
2019-12-03,3091.0,8251.25
2019-12-04,3111.0,8295.25
2019-12-05,3117.75,8309.25
2019-12-06,3146.0,8400.25
2019-12-09,3134.5,8356.0
2019-12-10,3136.0,8363.75
2019-12-11,3143.0,8405.5
2019-12-12,3168.0,8465.25
2019-12-13,3172.0,8494.0
2019-12-16,3194.25,8576.0
2019-12-17,3192.0,8576.25
2019-12-18,3194.75,8590.25
2019-12-19,3207.0,8642.5
2019-12-20,3231.02001953125,8707.4599609375
2019-12-23,3227.25,8726.5
2019-12-24,3225.75,8729.5
2019-12-26,3244.5,8804.25
2019-12-27,3237.5,8783.25
2019-12-30,3223.5,8733.75
2019-12-31,3231.0,8752.25
2020-01-02,3259.0,8891.75
2020-01-03,3235.5,8810.0
2020-01-06,3243.5,8847.5
2020-01-07,3235.25,8853.0
2020-01-08,3260.25,8944.5
2020-01-09,3276.0,9009.0
2020-01-10,3264.75,8978.25
2020-01-13,3289.75,9088.25
2020-01-14,3288.0,9062.5
2020-01-15,3293.75,9060.0
2020-01-16,3316.5,9133.5
2020-01-17,3325.0,9174.5
2020-01-21,3319.5,9169.75
2020-01-22,3319.75,9195.75
2020-01-23,3326.0,9248.25
2020-01-24,3293.5,9144.5
2020-01-27,3239.5,8954.5
2020-01-28,3278.25,9105.25
2020-01-29,3272.5,9098.5
2020-01-30,3289.75,9216.25
2020-01-31,3224.0,8997.75
2020-02-03,3245.5,9114.25
2020-02-04,3299.5,9355.0
2020-02-05,3335.0,9381.5
2020-02-06,3345.25,9455.5
2020-02-07,3325.5,9409.5
2020-02-10,3353.0,9527.5
2020-02-11,3357.5,9527.25
2020-02-12,3380.5,9625.75
2020-02-13,3377.5,9613.0
2020-02-14,3381.0,9632.25
2020-02-18,3369.25,9636.0
2020-02-19,3387.25,9733.5
2020-02-20,3369.25,9624.25
2020-02-21,3339.25,9458.0
2020-02-24,3226.25,9091.0
2020-02-25,3132.5,8854.25
2020-02-26,3110.25,8850.25
2020-02-27,2957.0,8382.75
2020-02-28,2951.0,8454.0
2020-03-02,3065.0,8791.25
2020-03-03,2997.0,8582.5
2020-03-04,3114.75,8896.5
2020-03-05,3015.5,8648.75
2020-03-06,2964.0,8503.25
2020-03-09,2747.75,7951.5
2020-03-10,2865.75,8331.5
2020-03-11,2740.25,8003.5
2020-03-12,2469.0,7215.25
2020-03-13,2696.0,7915.75
2020-03-16,2416.25,7057.5
2020-03-17,2495.5,7405.25
2020-03-18,2414.0,7225.25
2020-03-19,2403.25,7293.5
2020-03-20,2437.97998046875,7417.97998046875
2020-03-23,2220.5,6984.5
2020-03-24,2438.0,7554.75
2020-03-25,2467.0,7467.75
2020-03-26,2608.0,7844.0
2020-03-27,2524.0,7568.5
2020-03-30,2611.25,7854.75
2020-03-31,2569.75,7786.25
2020-04-01,2448.0,7438.75
2020-04-02,2516.5,7627.25
2020-04-03,2482.75,7522.75
2020-04-06,2644.5,8029.75
2020-04-07,2642.0,8012.0
2020-04-08,2735.0,8189.75
2020-04-09,2779.75,8227.5
2020-04-13,2759.25,8327.25
2020-04-14,2843.0,8692.5
2020-04-15,2775.0,8594.0
2020-04-16,2787.5,8734.25
2020-04-17,2870.0,8809.0
2020-04-20,2806.5,8692.0
2020-04-21,2732.0,8431.75
2020-04-22,2788.5,8638.0
2020-04-23,2780.75,8598.75
2020-04-24,2829.5,8769.0
2020-04-27,2869.0,8824.25
2020-04-28,2867.25,8719.75
2020-04-29,2941.0,9036.5
2020-04-30,2902.5,8988.5
2020-05-01,2821.75,8718.0
2020-05-04,2825.25,8795.5
2020-05-05,2858.25,8924.25
2020-05-06,2833.5,8952.0
2020-05-07,2880.0,9107.75
2020-05-08,2928.5,9218.25
2020-05-11,2922.75,9279.0
2020-05-12,2852.5,9078.25
2020-05-13,2813.0,8992.25
2020-05-14,2847.0,9079.5
2020-05-15,2846.5,9096.5
2020-05-18,2948.0,9325.5
2020-05-19,2918.75,9300.75
2020-05-20,2968.5,9485.5
2020-05-21,2937.0,9355.75
2020-05-22,2953.0,9406.25
2020-05-26,2994.5,9406.5
2020-05-27,3035.5,9432.5
2020-05-28,3038.0,9460.25
2020-05-29,3042.0,9560.25
2020-06-01,3054.0,9595.0
2020-06-02,3077.0,9647.75
2020-06-03,3117.75,9684.75
2020-06-04,3110.5,9626.25
2020-06-05,3186.75,9808.5
2020-06-08,3227.5,9884.75
2020-06-09,3205.5,9951.0
2020-06-10,3186.0,10087.25
2020-06-11,3010.25,9616.75
2020-06-12,3034.75,9645.0
2020-06-15,3073.0,9800.5
2020-06-16,3128.75,9972.5
2020-06-17,3118.0,9994.5
2020-06-18,3109.0,9995.75
2020-06-19,3161.260009765625,10120.83984375
2020-06-22,3110.75,10124.75
2020-06-23,3118.5,10196.0
2020-06-24,3049.0,10010.75
2020-06-25,3070.75,10088.25
2020-06-26,3007.0,9865.5
2020-06-29,3047.75,9973.75
2020-06-30,3090.25,10147.25
2020-07-01,3103.0,10268.75
2020-07-02,3129.0,10355.75
2020-07-06,3172.0,10598.5
2020-07-07,3136.5,10532.25
2020-07-08,3163.5,10662.25
2020-07-09,3141.0,10727.5
2020-07-10,3178.5,10837.25
2020-07-13,3148.25,10600.0
2020-07-14,3183.5,10646.25
2020-07-15,3219.5,10683.25
2020-07-16,3194.5,10511.75
2020-07-17,3214.0,10622.5
2020-07-20,3245.25,10951.0
2020-07-21,3251.25,10851.0
2020-07-22,3265.5,10804.25
2020-07-23,3227.5,10548.25
2020-07-24,3204.0,10459.0
2020-07-27,3232.25,10675.25
2020-07-28,3213.0,10540.0
2020-07-29,3252.5,10674.25
2020-07-30,3248.75,10794.0
2020-07-31,3263.5,10890.5
2020-08-03,3288.5,11044.25
2020-08-04,3300.0,11086.0
2020-08-05,3316.0,11091.75
2020-08-06,3344.25,11261.25
2020-08-07,3344.75,11122.75
2020-08-10,3352.75,11072.0
2020-08-11,3330.0,10878.5
2020-08-12,3370.0,11126.0
2020-08-13,3367.75,11175.25
2020-08-14,3361.5,11133.75
2020-08-17,3379.75,11286.75
2020-08-18,3387.0,11409.25
2020-08-19,3372.75,11332.0
2020-08-20,3380.75,11477.25
2020-08-21,3392.5,11562.0
2020-08-24,3427.5,11636.25
2020-08-25,3443.0,11726.25
2020-08-26,3480.25,11991.25
2020-08-27,3485.25,11952.75
2020-08-28,3504.5,11991.75
2020-08-31,3499.0,12114.0
2020-09-01,3527.0,12312.5
2020-09-02,3579.25,12411.5
2020-09-03,3461.5,11800.5
2020-09-04,3417.5,11548.75
2020-09-08,3335.5,11060.5
2020-09-09,3400.25,11392.75
2020-09-10,3340.5,11178.25
2020-09-11,3333.75,11061.5
2020-09-14,3382.5,11280.5
2020-09-15,3405.25,11464.25
2020-09-16,3389.5,11268.75
2020-09-17,3361.5,11090.0
2020-09-18,3353.60009765625,11144.8095703125
2020-09-21,3275.0,10989.0
2020-09-22,3299.25,11149.5
2020-09-23,3231.25,10829.0
2020-09-24,3238.0,10891.75
2020-09-25,3287.25,11136.5
2020-09-28,3346.0,11394.75
2020-09-29,3333.75,11337.75
2020-09-30,3352.0,11407.25
2020-10-01,3367.75,11574.75
2020-10-02,3339.25,11233.25
2020-10-05,3393.0,11469.25
2020-10-06,3353.25,11273.75
2020-10-07,3406.75,11470.0
2020-10-08,3437.5,11539.0
2020-10-09,3473.25,11724.75
2020-10-12,3532.75,12098.25
2020-10-13,3504.75,12094.0
2020-10-14,3481.0,11974.25
2020-10-15,3475.5,11874.0
2020-10-16,3462.25,11798.0
2020-10-19,3422.75,11650.25
2020-10-20,3432.25,11660.75
2020-10-21,3432.5,11691.25
2020-10-22,3449.25,11649.75
2020-10-23,3451.75,11663.5
2020-10-26,3393.5,11492.25
2020-10-27,3383.0,11588.0
2020-10-28,3263.5,11132.75
2020-10-29,3302.25,11342.75
2020-10-30,3264.75,11046.25
2020-11-02,3300.5,11063.25
2020-11-03,3361.5,11265.75
2020-11-04,3435.0,11763.0
2020-11-05,3504.75,12076.5
2020-11-06,3500.75,12075.0
2020-11-09,3544.0,11820.5
2020-11-10,3541.0,11618.25
2020-11-11,3568.0,11886.0
2020-11-12,3532.5,11820.0
2020-11-13,3582.0,11933.5
2020-11-16,3623.0,12005.0
2020-11-17,3606.75,11975.0
2020-11-18,3565.0,11897.0
2020-11-19,3580.0,11987.25
2020-11-20,3554.25,11905.75
2020-11-23,3576.0,11905.25
2020-11-24,3632.75,12076.0
2020-11-25,3627.25,12152.25
2020-11-27,3636.5,12257.5
2020-11-30,3623.25,12277.0
2020-12-01,3660.5,12452.25
2020-12-02,3667.25,12454.25
2020-12-03,3664.5,12462.25
2020-12-04,3698.0,12526.0
2020-12-07,3690.75,12596.0
2020-12-08,3702.0,12637.5
2020-12-09,3672.5,12367.0
2020-12-10,3668.5,12402.0
2020-12-11,3661.25,12368.0
2020-12-14,3646.5,12456.5
2020-12-15,3694.5,12591.75
2020-12-16,3700.75,12665.25
2020-12-17,3721.25,12751.0
2020-12-18,3726.25,12800.0595703125
2020-12-21,3685.75,12683.5
2020-12-22,3677.25,12710.0
2020-12-23,3681.5,12651.25
2020-12-24,3695.0,12704.5
2020-12-28,3727.5,12832.75
2020-12-29,3720.0,12841.0
2020-12-30,3724.25,12841.5
2020-12-31,3748.75,12885.5
2021-01-04,3692.25,12685.5
2021-01-05,3718.25,12793.5
2021-01-06,3740.5,12616.75
2021-01-07,3795.5,12928.0
2021-01-08,3817.5,13097.25
2021-01-11,3792.0,12897.0
2021-01-12,3794.5,12890.25
2021-01-13,3803.75,12972.25
2021-01-14,3791.25,12901.0
2021-01-15,3762.25,12802.25
2021-01-19,3790.5,12985.5
2021-01-20,3845.0,13294.25
2021-01-21,3846.0,13395.5
2021-01-22,3834.25,13361.5
2021-01-25,3848.5,13475.5
2021-01-26,3842.5,13485.5
2021-01-27,3744.25,13105.5
2021-01-28,3779.25,13186.0
2021-01-29,3705.25,12911.25
2021-02-01,3765.75,13236.5
2021-02-02,3818.25,13449.0
2021-02-03,3823.5,13394.25
2021-02-04,3864.5,13547.5
2021-02-05,3880.25,13598.0
2021-02-08,3908.0,13683.0
2021-02-09,3905.5,13680.25
2021-02-10,3903.0,13643.5
2021-02-11,3912.0,13729.0
2021-02-12,3931.0,13804.75
2021-02-16,3927.75,13767.75
2021-02-17,3928.0,13699.75
2021-02-18,3909.5,13633.0
2021-02-19,3903.0,13576.0
2021-02-22,3873.5,13224.25
2021-02-23,3878.0,13192.0
2021-02-24,3922.5,13302.0
2021-02-25,3828.0,12831.75
2021-02-26,3809.25,12911.0
2021-03-01,3898.75,13279.75
2021-03-02,3867.5,13055.25
2021-03-03,3816.75,12681.75
2021-03-04,3765.5,12455.0
2021-03-05,3839.0,12663.75
2021-03-08,3819.25,12297.25
2021-03-09,3873.25,12788.75
2021-03-10,3896.5,12749.25
2021-03-11,3936.75,13048.25
2021-03-12,3942.25,12933.5
2021-03-15,3967.5,13078.5
2021-03-16,3962.5,13151.5
2021-03-17,3974.0,13201.5
2021-03-18,3916.5,12795.5
2021-03-19,3912.6201171875,12808.759765625
2021-03-22,3930.0,13071.75
2021-03-23,3899.75,13006.25
2021-03-24,3880.75,12794.0
2021-03-25,3900.5,12770.5
2021-03-26,3964.75,12966.75
2021-03-29,3959.0,12944.5
2021-03-30,3947.75,12878.25
2021-03-31,3967.5,13089.75
2021-04-01,4010.0,13316.0
2021-04-05,4067.75,13585.5
2021-04-06,4064.0,13570.0
2021-04-07,4070.0,13604.75
2021-04-08,4089.0,13747.75
2021-04-09,4119.5,13829.5
2021-04-12,4120.25,13808.75
2021-04-13,4132.75,13975.75
2021-04-14,4118.0,13798.75
2021-04-15,4162.5,14014.0
2021-04-16,4176.25,14029.5
2021-04-19,4155.5,13897.25
2021-04-20,4126.5,13794.25
2021-04-21,4164.75,13919.25
2021-04-22,4127.75,13750.25
2021-04-23,4171.5,13927.0
2021-04-26,4179.5,14011.5
2021-04-27,4179.0,13953.0
2021-04-28,4176.25,13892.25
2021-04-29,4203.5,13953.5
2021-04-30,4174.5,13850.0
2021-05-03,4185.75,13790.0
2021-05-04,4158.25,13536.0
2021-05-05,4160.0,13491.0
2021-05-06,4194.25,13597.75
2021-05-07,4225.25,13709.75
2021-05-10,4183.5,13356.75
2021-05-11,4146.25,13346.0
2021-05-12,4058.75,12998.5
2021-05-13,4107.0,13100.25
2021-05-14,4169.0,13387.0
2021-05-17,4157.75,13303.5
2021-05-18,4123.0,13212.0
2021-05-19,4111.5,13233.5
2021-05-20,4154.25,13486.5
2021-05-21,4151.75,13405.0
2021-05-24,4193.75,13635.25
2021-05-25,4185.5,13656.25
2021-05-26,4193.0,13700.25
2021-05-27,4199.0,13665.5
2021-05-28,4202.5,13686.5
2021-06-01,4198.5,13648.75
2021-06-02,4206.25,13673.75
2021-06-03,4191.25,13529.25
2021-06-04,4228.25,13766.75
2021-06-07,4225.5,13804.25
2021-06-08,4225.75,13811.5
2021-06-09,4218.5,13814.25
2021-06-10,4238.0,13959.75
2021-06-11,4245.75,13994.25
2021-06-14,4254.75,14124.75
2021-06-15,4246.5,14030.25
2021-06-16,4223.0,13981.25
2021-06-17,4222.25,14165.5
2021-06-18,4187.25,14107.4296875
2021-06-21,4213.75,14130.0
2021-06-22,4236.25,14258.25
2021-06-23,4231.5,14263.0
2021-06-24,4256.0,14354.25
2021-06-25,4271.25,14339.0
2021-06-28,4280.5,14512.5
2021-06-29,4282.0,14563.0
2021-06-30,4288.5,14549.0
2021-07-01,4310.75,14548.5
2021-07-02,4342.75,14713.75
2021-07-06,4334.0,14775.5
2021-07-07,4349.75,14802.25
2021-07-08,4313.0,14712.25
2021-07-09,4360.0,14810.5
2021-07-12,4376.5,14869.25
2021-07-13,4361.25,14865.0
2021-07-14,4367.75,14891.75
2021-07-15,4352.0,14787.5
2021-07-16,4318.5,14670.5
2021-07-19,4251.25,14540.75
2021-07-20,4315.5,14722.75
2021-07-21,4350.5,14827.75
2021-07-22,4359.5,14928.5
2021-07-23,4403.0,15098.0
2021-07-26,4414.25,15117.75
2021-07-27,4394.5,14947.75
2021-07-28,4393.75,15011.5
2021-07-29,4411.75,15037.75
2021-07-30,4389.5,14955.75
2021-08-02,4379.75,14952.75
2021-08-03,4415.0,15046.25
2021-08-04,4394.75,15073.5
2021-08-05,4421.5,15167.75
2021-08-06,4429.5,15095.5
2021-08-09,4425.75,15125.25
2021-08-10,4430.0,15044.5
2021-08-11,4440.5,15019.5
